"star1","star2","star3","star4","star5"
"quits","not_okay","not_fun","serviceable","carnivores"
"friendliest","scolded","positive_reviews","stain","opal"
"conditions","not_checking","dimension","snotty","admitted"
"not_offering","conflicted","not_picky","perfected","joan"
"duped","corporation","strewn","rivalled","softest"
"imported","eatable","mothers","not_seasoned","testy"
"kellnerin","microscopic","emerald","mentaiko","byblos"
"pretty_damn","blech","bao","billed","remiss"
"andy","wop","roots","relaxation","salvador"
"misplaced","bessere","not_serving","excels","citron"
"decreased","sh","waaaaay","not_her","fever"
"decent_price","duped","tunes","modernized","alexis"
"flown","not_finished","nectar","verdure","homer"
"hesitate","chased","calmer","groovy","average_food"
"fruity","not_gotten","substantially","tostadas","mcgill"
"ziemlich","disturbed","jennifer","swallow","andreas"
"nice_staff","ignorance","whomever","melts","starry"
"antonio","not_move","lucia","curt","argument"
"smiles","income","admire","abrupt","haired"
"juices","ditz","survey","shiso","swan"
"burst","integrity","jackpot","identity","potted"
"rainy","gino","palates","waist","umami"
"claustrophobic","choir","jamaica","intérieur","store_bought"
"beau","nursing","pommel","overworked","yucky"
"avg","psyched","engagement","areal","verify"
"moscow","neglect","powerful","repeating","terrasse"
"fazit","boozy","estimate","not_partake","absurd"
"region","flu","swears","subdued","reported"
"infamous","shoving","representation","loosely","server_din"
"sneezed","momma","helps","creatively","alarmed"
"fingernail","boutique","enthusiast","palatable","spirits"
"remembers","lattes","trace","petal","moderation"
"not_welcoming","fried_pickles","disrespectful","sansotei","chemical"
"mouth_watering","kelly","notable_disappointed","gyros","soirée"
"not_writing","souvenir","denied","papilla","tweak"
"not_informed","qualm","bullshit","not_supposed","not_perfect"
"curdled","julie","orgasmic","ahhh","yikes"
"dissapointment","proportioned","rectify","dusty","mammies"
"ourself","sheppard","acknowledging","variable","scraped"
"clocked","lush","not_appetizing","brutal","etiquette"
"straighten","green_onions","sanitation","imaginative","not_making"
"punished","rapid","not_possible","donald","campbell"
"bluntly","violently","heartbeat","hugely","avail"
"not_helping","snide","not_properly","reconsider","not_stay"
"explosion","addicted","defrosted","forks","refrigerated"
"super_fast","passionate","fav","antonio","shove"
"moulded","cannot_believe","not_freshly","toby","not_terribly"
"assault","reiterated","gossiping","motion","not_so_bad"
"asst","arrogance","misunderstanding","midway","blaring"
"amounted","not_ours","deaf","muss","not_wanting"
"recorded","waived","uneventful","not_blame","unreasonable"
"surviving","aggravated","pates","resemblance","considerably"
"eclectic","waive","disappearing","icky","not_true"
"gouging","disastrous","2015","representation","believed"
"teenagers","not_so_sure","not_arrive","endure","diabetic"
"discriminating","blankly","heather","refund","operating"
"indulge","indifference","drained","ashamed","saturated"
"distress","nicole","incomplete","townie","tape"
"foster","2014","besonderes","sumptuous","rockville"
"irked","disorganization","quench","impeccably","shred"
"admitting","numbed","ops","atrocious","regretting"
"tack","fared","bleh","not_clean","geschmacklich"
"christina","worth_checking","not_working","mediocre_food","yd"
"ditz","discomfort","margarine","convivial","mainstream"
"geld","not_taken","gristly","spayed","geared"
"pricier","handicapped","employ","dreadful","starchy"
"sara","kenyon","trainee","cozy","not_fit"
"not_planning","christopher","not_taking","也","not_when"
"fade","not_repeat","waist","salivate","not_keep"
"fanatic","ethic","spirits","left_hungry","proceeds"
"quieter","deafening","recreate","mamas","horrendous"
"monitors","mascarpone","challis","drab","unfriendly"
"soufflé","operator","bobbie","not_rubbery","versatile"
"electronic","historic","indonesian","devoid","yumm"
"rewards","calculated","geld","marc","affogato"
"proclaimed","ceilings","cask","not_drenched","not_overpower"
"mock","submitted","miscommunication","bitchy","figs"
"snacks","realization","crunchiness","gamjatang","richest"
"not_into","downgraded","mules","raucous","empty_table"
"scenery","gb","reordered","oomph","not_terrible"
"absolutely_terrible_service","wire","ahhhh","cheeks","claiming"
"dishonesty","not_handle","darauf","quench","xoxo"
"hateful","fungi","procedure","not_given","veronica"
"crappiest","terrine","doll","adventures","delicacies"
"grunted","chomps","danny","not_working","unpleasant"
"egregious","snag","samples","hurray","deposit"
"not_wanted","jo","smeared","repackaged","shoved"
"investor","processing","believer","lemons","bordelaise"
"rechnung","taped","proportioned","jake","panoramic"
"not_so_fresh","jennifer","willy","reclaimed","not_anything_special"
"overweight","color","veteran","doug","foci"
"shoulders","stealing","trusted","astounding","dory"
"favor","authentically","compensation","moderation","itinerary"
"not_awful","sara","not_miss","bit_slower","ginormous"
"sludge","choppy","sublime","puddle","compensate"
"pretty_darn","antonio","apathetic","contrasting","slapped"
"carelessly","dungeness","sarcastic","finale","not_exist"
"flushed","molong","pretended","wire","sturgeon"
"not_warrant","dart","luscious","jesse","apron"
"greed","belgium","shrivelled","porcelain","scrap"
"heather","willy","tryst","bald","boeuf"
"reused","typing","readability","chad","babaganoush"
"adorable","kristin","transported","not_check","mop"
"dental","crush","unpleasant_experience","sizzler","ringing"
"diminished","intersection","not_recommended","miscommunication","alarm"
"resorted","not_apologize","mins","jobs","classique"
"supervision","poor_quality_food","cheesecakes","surcharge","not_extensive"
"adore","horrified","exemplary","tolerate","chandeliers"
"cheaply","bugs","fees","pretending","entitled"
"heirloom","aggravation","not_appealing","cotija","palatable"
"disappointingly","cursing","brusque","indicating","pistachios"
"not_drunk","distasteful","exited","exaggeration","saltier"
"drying","insipid","apron","cult","causing"
"gino","not_improve","gropes","swipe","nickel"
"artwork","not_either","softness","noway","dismay"
"allerdings","travesty","nina","staff_had","miscommunication"
"burrata","tryst","income","excessively","integrity"
"rounded","amaze","beilagen","unfinished","suffered"
"swish","ashley","tarts","compensated","pretending"
"substantially","durchschnittlich","accompaniments","operating","instructed"
"lunch_specials","gegangen","loosely","mistakenly","pity"
"nicht","welder","chalky","not_agree","laurent"
"rupee","peeved","trapped","chore","neutral"
"flair","nauseating","georgia","occurrence","forks"
"drink_specials","not_marinated","sizzler","not_deserve","coincidence"
"engagement","not_met","integrity","unacceptable","flu"
"not_anywhere","not_excellent","hooray","nerve","apple_bees"
"d'être","leathery","chomps","vomit","succeed"
"nicely_decorated","carbonation","shave","not_blow","absorb"
"intersection","suspected","communicated","not_wow","estimate"
"overload","hälfte","annoys","levine","saddened"
"belling","surviving","raymond","gooooood","tossing"
"disputed","giro","martin","fab","continuing"
"not_seating","browning","donald","hygiene","sheppard"
"discriminate","blizzard","renamed","incorrectly","slipped"
"marijuana","not_present","summertime","bonn","ramekin"
"apathy","manchego","happy_hours","foul","fazit"
"crappier","unsettling","jaded","brett","distraction"
"pretty_average","tricked","representative","decides","gathered"
"fucker","peaceful","mornings","forty","spilling"
"retrained","strewn","causal","2016","trace"
"not_now","sneeze","paramount","not_overwhelmed","cs"
"celebrated","disease","transplant","unsatisfied","terrible_service"
"grudgingly","robust","cringe","disinterested","cold_food"
"not_chicken","hiccup","punched","jaunt","inedible"
"manually","donald","ummmm","offensive","incorrect"
"suckered","truffles","cordon","bait","responsibility"
"bit_disappointed","dutch","brad","matthew","not_anymore"
"tammy","antique","gained","salsiccia","mcdonalds"
"exasperated","jokingly","horrible_experience","happy_houri","stared"
"aggravating","ahem","appalled","marry","slimy"
"gegangen","stupidly","refunded","russell","respond"
"not_grilled","coincidence","defensive","diavola","snapped"
"rebecca","unwrapped","nauseous","occupies","rejoice"
"amends","toby","careless","peril","lowest"
"plumbing","biscotti","food_finally_arrived","manginess","vivid"
"impatiently","strudel","special_occasions","evidently","not_his"
"headquarters","aimlessly","rechnung","taker","valid"
"cornstarch","osso","receptionist","motel","kenyon"
"hätten","owe","affogato","classical","wiping"
"fricken","infant","yawn","not_so_loud","elevates"
"balled","demi","overhaul","meagre","decline"
"leathery","bouffe","undrinkable","gillette","mistakes"
"staley","aufmerksam","dissapointing","melded","not_deliver"
"congrats","fulfilling","seem_pretty","unctuous","superstar"
"overpay","canal","haired","expression","goreng"
"haphazardly","aficionado","not_after","continent","cassava"
"clumped","michigan","nachdem","fattier","not_skimpy"
"ludicrous","routines","amounted","kurobuta","refuge"
"toffee","brandy","diminished","musique","creamier"
"carmel","mock","forbid","solve","exaggerating"
"obese","veteran","jake","franco","misleading"
"not_present","rotting","fats","damper","aplenty"
"savoy","exceeded","pâté","biersch","shisha"
"mute","thimble","fluffier","drastically","tickle"
"swallowing","suckered","playful","vacant","skewered"
"suspiciously","downward","craft_beers","integrity","not_complain"
"requiring","reappeared","entitled","suffered","tolerate"
"downfall","disintegrated","bière","trove","nettle"
"arguably","not_skimp","kenny","instructed","not_outrageous"
"bitternut_squash","earshot","rubbing","eccentric","zips"
"immensely","smug","dilute","not_hear","indicating"
"mann","bliss","nursing","towels","removing"
"cirque","not_seated","bailey","contamination","predictable"
"not_crazy","captive","not_outrageous","début","foccacia"
"malaysian","lingua","infusion","reflection","stupidly"
"morsel","atelier","arguably","coincidence","consensus"
"fancier","verbal","perplexed","wobbly","ordnung"
"creates","not_huge","collecting","resembling","visa"
"danny","correcting","shove","eindruck","career"
"tapas","mgmt","stealing","referring","unaware"
"chandelier","enforce","accoutrement","mexican_food_restaurant","blocked"
"polished","pleasantry","maya","not_waste","mistakenly"
"masked","sanitizer","fiend","super_friendly_service","slim"
"urbana","tweak","peeling","goood","claustrophobic"
"porter","discrepancy","ecstatic","arguing","jedoch"
"stroll","bobbie","typing","bosnian","bueno"
"chimichurri","savoy","unsanitary","charts","occurrence"
"sensation","haphazard","embarrassment","cannot_believe","negatives"
"fried_green","cannot_stand","dismissive","exquisitely","command"
"vary","not_walk","substandard","mummy","nerve"
"fulfilling","cannot_see","unclean","pickiest","poor_quality"
"downtown","fragrant","unwilling","versatile","wtf"
"humus","twilight","greg","phx","在"
"hahn","lackadaisical","montague","not_tasty","transaction"
"medley","annoys","unexciting","chewed","inspection"
"curds","not_complaining","2016","forcing","frustration"
"stream","implied","soured","transform","failure"
"moroccan","intrusive","fared","zulu","not_memorable"
"basmati","watercress","doubtful","genial","irritated"
"bombay","collecting","aggressively","shattering","transferred"
"escalated","not_talk","worlds","bad_night","snotty"
"not_respond","flirt","ecstasy","jessie","feasted"
"sneezing","transplant","logic","stetson","sanitary"
"microwaved","not_vegan","chocolates","hazelnuts","offensive"
"not_treated","ganoush","chalked","knight","limp"
"implying","doll","not_seated","elixir","brimming"
"bs","curries","unripe","podium","relaxation"
"retraining","ecstatic","unwanted","useless","diets"
"accountable","oktoberfest","not_found","huckster","durian's"
"rape","specialities","stored","zuvorkommend","verne"
"toxic","windy","dora","cozen","peachy"
"gestured","standby","hurting","sexologist","cheated"
"unused","nightly","hoof","kenyon","madeleine"
"的","paced","uneasy","christopher","brushed"
"entschuldigung","nouveau","contrasting","woot","motel"
"not_improve","quebec","sickly","defunct","redeem"
"unenthusiastic","vomiting","not_overwhelmingly","situé","stink"
"reacted","decency","steroids","dreamed","surly"
"doomed","uncalled","valuable","compares","enhances"
"tabs","contract","azo","demanding","stored"
"macdonald","lies","gingerbread","favs","not_prepared"
"not_kept","gnat","minsk","cassava","operator"
"scurried","dreaming","sneeze","not_doing","metered"
"folder","cursed","sexual","semaine","hopeful"
"cannot_understand","greasiest","indite","forgiving","director"
"misled","wenigstens","not_spend","redo","pray"
"downgrade","hurriedly","diver","grimy","not_appreciate"
